United States,Jan  6 2022,58755714
United States,Jan  7 2022,59606054
United States,Jan  8 2022,60036364
United States,Jan  9 2022,60515232
United States,Jan 10 2022,61817407
United States,Jan 11 2022,62637414
United States,Jan 12 2022,63501924
United States,Jan 13 2022,64401509
United States,Jan 14 2022,65293983
United States,Jan 15 2022,65748210
United States,Jan 16 2022,66159028
United States,Jan 17 2022,67147816
United States,Jan 18 2022,68010152
United States,Jan 19 2022,68793115
United States,Jan 20 2022,69567310
United States,Jan 21 2022,70343520
United States,Jan 22 2022,70664312
United States,Jan 23 2022,70974355
United States,Jan 24 2022,71999604
United States,Jan 25 2022,72498583
United States,Jan 26 2022,73043471
United States,Jan 27 2022,73615374
United States,Jan 28 2022,74139013
United States,Jan 29 2022,74355366
United States,Jan 30 2022,74510739
United States,Jan 31 2022,75094173
United States,Feb  1 2022,75392731
United States,Feb  2 2022,75697490
United States,Feb  3 2022,76048841
United States,Feb  4 2022,76331267
United States,Feb  5 2022,76433618
United States,Feb  6 2022,76529889
United States,Feb  7 2022,76840827
United States,Feb  8 2022,77039000
United States,Feb  9 2022,77235693
United States,Feb 10 2022,77403804
United States,Feb 11 2022,77559419
United States,Feb 12 2022,77625943
United States,Feb 13 2022,77673765
United States,Feb 14 2022,77851816
United States,Feb 15 2022,77962109
United States,Feb 16 2022,78068864
United States,Feb 17 2022,78167930
United States,Feb 18 2022,78275174
United States,Feb 19 2022,78315696
United States,Feb 20 2022,78346950
United States,Feb 21 2022,78394842
United States,Feb 22 2022,78515007
United States,Feb 23 2022,78589929
United States,Feb 24 2022,78665966
United States,Feb 25 2022,78741016
United States,Feb 26 2022,78766215
United States,Feb 27 2022,78783922
United States,Feb 28 2022,78862812
United States,Mar  1 2022,78927402
United States,Mar  2 2022,78982328
United States,Mar  3 2022,79035479
United States,Mar  4 2022,79081615
United States,Mar  5 2022,79095087
United States,Mar  6 2022,79103350
United States,Mar  7 2022,79165885
United States,Mar  8 2022,79198512
United States,Mar  9 2022,79248306
United States,Mar 10 2022,79291187
United States,Mar 11 2022,79331013
United States,Mar 12 2022,79339396
United States,Mar 13 2022,79346678
